# PROVENANCE -- reproducible from the original with tools/fielddata/extract_ride_fixture.py
#   source file    i188577527.fit (not committed: carries GPS and heart rate)
#   device         garmin_product 4440, firmware 32.2; recorded on 2026-09-20 (date only: the start
#                  time is dropped so relative seconds cannot be turned into clock times)
#   ours           developer_data_index 3, application_id 24ec02815a2643ac8e47d1f1bc7bceb4 (manifest id is fc13e61e7ca54c998c7a7c64f0ef4434)
#   CRC            verified by fitparse check_crc=True
#   values         record messages (FIT global 20) in file order; t = seconds since the
#                  first record; power = native field 7 (W); PCr_J / GLY_J = this app's
#                  developer fields 0 / 1, float32, written with 9 significant digits
#                  (exact round-trip)
#   absence        an EMPTY cell means the field was absent from that record; 0 W is a
#                  real power reading. Record fields latch (FACTS.md 3.3), so a repeated
#                  value can be a steady state or a re-emitted one.
#   columns        read BY NAME; a loader must refuse a row whose cell count differs
#                  from the header's.
#   cross-checks   records 11903; first PCr_J 5368, GLY_J 16104; last t 15140
t,power,PCr_J,GLY_J
5906,151,4964.35352,13587.5684
5907,95,4969.71631,13591.0537
5908,0,4977.87451,13595.2178
5909,0,4990.59961,13600.1533
5910,0,5002.92432,13605.085
5911,0,5014.8374,13610.002
5912,0,5026.35254,13614.9043
5913,0,5037.5166,13619.8066
5914,99,5048.30713,13624.6943
5915,190,5054.68799,13628.752
5916,153,5057.29932,13631.6611
5917,128,5061.35547,13635.0596
5918,132,5066.3501,13638.7754
5919,200,5071.10449,13642.4326
5920,188,5073.19531,13645.1826
5921,172,5075.72949,13648.0996
5922,140,5078.83936,13651.2275
5923,124,5083.10303,13654.7676
5924,131,5087.96875,13658.5605
5925,143,5092.34326,13662.1357
5926,131,5096.29932,13665.6191
5927,124,5100.62988,13669.2559
5928,124,5105.12402,13672.9639
5929,130,5109.54297,13676.666
5930,133,5113.68945,13680.291
5931,150,5117.67188,13683.875
5932,186,5121.04297,13687.2393
5933,206,5123.23291,13690.1328
5934,177,5124.77148,13692.749
5935,139,5127.21045,13695.7568
5936,135,5130.79834,13699.2451
5937,147,5134.45508,13702.7764
5938,147,5138.05566,13706.3027
5939,159,5141.24707,13709.6768
5940,224,5144.04199,13712.8916
5941,282,5144.93457,13715.2461
5942,284,5083.7666,13687.0225
5943,309,5035.71729,13646.126
5944,360,4984.50781,13585.6309
5945,391,4919.2876,13490.3584
5946,399,4849.21533,13371.4551
5947,401,4781.93701,13243.8467
5948,393,4718.25293,13112.2588
5949,359,4660.56592,12984.793
5950,336,4615.78564,12880.417
5951,319,4579.48242,12792.0684
5952,277,4549.4248,12716.3047
5953,141,4532.12451,12671.4238
5954,70,4543.86865,12676.3604
5955,25,4562.64453,12682.373
5956,37,4585.4834,12688.8848
5957,41,4606.52246,12695.2646
5958,3,4626.625,12701.5898
5959,0,4649.67822,12708.2598
5960,0,4672.28662,12714.9404
5961,0,4694.21045,12721.6152
5962,0,4715.40723,12728.2637
5963,0,4735.96289,12734.9053
5964,0,4755.896,12741.541
5965,0,4775.16748,12748.1504
5966,0,4793.87402,12754.7598
5967,0,4811.97705,12761.3496
5968,0,4829.49658,12767.9199
5977,,4829.49658,12767.9199
5978,0,4961.31836,12824.8516
5979,0,4974.16455,12831.2969
5980,0,4986.64502,12837.749
5981,0,4998.70947,12844.1748
5982,0,5010.39502,12850.5889
5983,0,5021.70264,12856.9834
5984,0,5032.67725,12863.3779
5985,0,5043.29639,12869.7539
5987,,5043.29639,12869.7539
5988,0,5070.71143,12887.1533
5989,0,5080.14404,12893.4883
5990,0,5089.27979,12899.8115
6009,,5089.27979,12899.8115
6010,0,5216.05029,13015.9072
6011,0,5220.8916,13021.9834
6012,0,5225.58447,13028.0537
6013,0,5230.11963,13034.0996
6014,0,5234.51611,13040.1396
6015,0,5238.77734,13046.1738
6016,0,5242.89551,13052.1846
6017,0,5246.88721,13058.1885
6018,0,5250.75244,13064.1807
6019,0,5254.49561,13070.1611
6020,146,5258.11621,13076.124
6021,513,5259.61914,13080.4092
6022,310,4932.85742,13027.3682
6023,324,4839.96289,12948.4033
6024,317,4756.66699,12850.0801
6025,477,4687.54248,12749.1758
6026,473,4557.19727,12554.0498
6027,515,4447.4917,12346.0283
6028,485,4329.56689,12108.1357
6029,462,4229.20801,11886.4346
6030,284,4140.4126,11679.4873
6031,393,4107.24658,11598.7852
6032,395,4044.79102,11441.375
6033,395,3984.06909,11283.8672
6034,407,3925.16406,11127.4004
6035,361,3864.65869,10963.4893
6036,300,3817.83862,10834.5586
6037,246,3788.36816,10752.292
6038,259,3789.99683,10756.9248
6039,247,3770.91187,10709.9609
6040,257,3772.37329,10714.6025
6041,302,3753.85791,10673.4238
6042,303,3723.28174,10601.7822
6043,279,3693.91089,10530.0029
6044,275,3672.64111,10476.2061
6045,282,3653.48315,10426.3672
6046,279,3633.24048,10372.4678
6047,268,3614.58521,10321.8291
6048,232,3599.53271,10280.3096
6049,153,3604.11304,10285.79
6050,153,3624.35693,10293.7861
6051,209,3644.74927,10301.9229
6052,236,3653.53271,10308.0146
6053,203,3657.20093,10313.3379
6054,87,3667.23047,10319.7158
6055,169,3699.45117,10329.4854
6056,196,3715.63843,10336.9336
6057,238,3726.63892,10343.5107
6058,234,3729.78809,10348.7441
6059,212,3733.67163,10354.0977
6060,179,3741.6062,10360.1426
6061,3,3755.56519,10367.2363
6062,9,3801.46509,10378.4824
6063,9,3846.60767,10389.7471
6064,10,3890.5105,10401.001
6065,40,3928.40552,10411.7959
6066,199,3963.4248,10422.377
6067,248,3972.31885,10428.7559
6068,226,3973.427,10433.6191
6069,176,3978.00195,10439.1357
6070,163,3990.45093,10446.2324
6071,177,4004.79395,10453.707
6072,222,4016.85474,10460.7549
6073,224,4021.90845,10466.375
6074,192,4026.63452,10471.9219
6075,162,4036.22607,10478.4775
6076,175,4050.25952,10485.9395
6077,199,4062.23096,10493.0088
6078,205,4070.52881,10499.3145
6079,171,4077.89209,10505.4248
6080,147,4090.19507,10512.585
6081,155,4105.8667,10520.4531
6082,181,4120.20361,10528.0752
6083,200,4130.69531,10534.8994
6084,204,4138.42969,10541.127
6085,185,4145.55127,10547.2168
6086,170,4155.28076,10553.8945
6087,170,4167.01562,10561.0303
6088,167,4178.61719,10568.1426
6089,167,4190.13232,10575.2598
6090,159,4201.92969,10582.4512
6091,187,4214.66162,10589.8643
6092,220,4223.60156,10596.4365
6093,199,4228.16406,10601.9824
6094,190,4235.4292,10608.1592
6095,177,4243.82666,10614.6172
6096,170,4253.82129,10621.457
6097,156,4264.61865,10628.499
6098,159,4277.07568,10635.9453
6099,156,4289.01025,10643.2861
6100,161,4301.21045,10650.7197
6101,165,4312.65527,10657.9893
6102,189,4323.49854,10665.1318
6103,217,4331.37061,10671.5469
6104,222,4335.87012,10677.1074
6105,180,4339.76123,10682.5117
6106,163,4348.57324,10689.1768
6107,170,4359.29248,10696.3369
6108,189,4369.08496,10703.2754
6109,177,4376.63135,10709.6523
6110,164,4385.47607,10716.374
6111,177,4395.69531,10723.4619
6112,187,4404.38281,10730.1729
6113,197,4411.8833,10736.5713
6114,198,4418.23242,10742.6631
6115,191,4424.42578,10748.7119
6116,198,4431.34277,10754.9688
6117,179,4437.45361,10761.0039
6118,157,4445.57373,10767.6152
6119,178,4455.92529,10774.8359
6120,175,4463.98535,10781.4531
6121,175,4472.2793,10788.1436
6122,185,4480.49902,10794.8252
6123,207,4487.62695,10801.2051
6124,207,4494.69971,10807.5781
6125,209,4499.51172,10813.2939
6126,196,4504.09863,10818.9443
6127,182,4509.94629,10824.9658
6128,164,4517.14844,10831.4043
6129,169,4526.03564,10838.3408
6130,175,4534.36523,10845.1396
6131,175,4542.02393,10851.7432
6132,155,4549.62891,10858.3516
6133,141,4559.04053,10865.5127
6134,164,4569.64941,10873.0469
6135,175,4578.00928,10879.9355
6136,168,4585.2832,10886.502
6137,169,4593.12305,10893.2598
6138,181,4600.79688,10899.9805
6139,178,4607.33643,10906.3496
6140,180,4614.08447,10912.7969
6141,181,4620.60059,10919.1797
6142,174,4626.96924,10925.5195
6143,165,4633.89648,10932.0635
6144,149,4641.5083,10938.8398
6145,148,4650.39111,10946.0547
6146,157,4659.25049,10953.2861
6147,155,4667.2666,10960.2627
6148,163,4675.36377,10967.292
6149,176,4682.72168,10974.085
6150,195,4688.96826,10980.499
6151,204,4693.67969,10986.377
6152,222,4697.64941,10991.9795
6153,228,4700.20605,10997.0703
6154,239,4702.29053,11001.9873
6155,241,4703.52344,11006.5996
6156,177,4704.59814,11011.1445
6157,138,4710.58301,11017.4902
6158,132,4719.48145,11024.8828
6159,147,4728.71191,11032.418
6160,161,4736.71143,11039.5615
6161,170,4743.58203,11046.3135
6162,180,4749.72266,11052.8027
6163,195,4755.09961,11059.0195
6164,191,4759.36035,11064.8018
6165,175,4763.87012,11070.6836
6166,178,4769.47217,11077.0107
6167,208,4774.8208,11083.2529
6168,206,4778.05078,11088.6377
6169,194,4781.40723,11094.083
6170,190,4785.5542,11099.8467
6171,164,4789.95166,11105.7275
6172,134,4796.05713,11112.3096
6173,132,4804.0835,11119.6582
6174,155,4812.13818,11127.0527
6175,164,4818.60107,11133.8535
6176,158,4824.49561,11140.4971
6177,173,4830.53174,11147.0938
6178,205,4835.65479,11153.3789
6179,198,4838.74951,11158.7764
6180,186,4842.25439,11164.3555
6181,203,4846.47412,11170.2646
6182,234,4849.62939,11175.6992
6183,233,4850.89746,11180.2881
6184,204,4852.22021,11184.8896
6185,166,4855.28516,11190.2861
6186,130,4860.59814,11196.7041
6187,107,4867.98438,11204.0332
6188,121,4876.60498,11211.8857
6189,136,4884.27783,11219.4062
6190,152,4890.9873,11226.5557
6191,165,4896.71582,11233.291
6192,159,4901.66211,11239.6787
6193,151,4906.87891,11246.209
6194,137,4912.47412,11252.9434
6195,145,4918.75342,11260.0264
6196,160,4924.5166,11266.8867
6197,185,4929.44092,11273.3672
6198,230,4933.02295,11279.167
6199,255,4934.29443,11283.7646
6200,222,4934.29443,11283.7646
6201,165,4935.9668,11288.5645
6202,143,4940.51074,11294.8799
6203,148,4946.10742,11301.7471
6204,193,4951.38525,11308.4795
6205,250,4954.40625,11314.0293
6206,239,4954.64746,11318.0674
6207,205,4955.42188,11322.3945
6208,177,4957.83545,11327.6074
6209,165,4961.57959,11333.5586
6210,159,4965.86133,11339.8154
6211,184,4970.38574,11346.2246
6212,206,4973.69189,11351.9688
6213,174,4975.95508,11357.123
6214,148,4979.67578,11363.1162
6215,152,4984.54004,11369.7568
6216,152,4989.354,11376.4014
6217,172,4993.92676,11382.9307
6218,183,4997.56787,11388.9424
6219,220,5000.69336,11394.6553
6220,251,5002.20312,11399.4023
6221,237,5002.375,11403.3516
6222,209,5003.14746,11407.6475
6223,175,5005.11768,11412.6631
6224,137,5008.52588,11418.5605
6225,129,5013.50732,11425.3945
6226,149,5018.75391,11432.4053
6227,181,5023.10352,11438.9307
6228,192,5026.10303,11444.6406
6229,180,5028.63477,11450.0586
6230,156,5031.62744,11455.7803
6231,148,5035.53955,11462.0947
6232,163,5039.72803,11468.6094
6233,169,5043.28467,11474.7451
6234,165,5046.56787,11480.71
6235,161,5049.97314,11486.7734
6236,170,5053.48926,11492.9229
6237,176,5056.64062,11498.8516
6238,186,5059.53809,11504.6152
6239,183,5062.04297,11510.1113
6240,173,5064.63867,11515.6826
6241,148,5067.57373,11521.5068
6242,116,5071.36328,11527.9316
6243,115,5076.2207,11535.0684
6244,138,5081.04346,11542.2295
6245,164,5085.00439,11548.8594
6246,152,5088.04053,11554.8525
6247,143,5091.44434,11561.1348
6248,137,5095.10156,11567.6211
6249,155,5098.9043,11574.2373
6250,173,5102.08301,11580.4209
6251,181,5104.65918,11586.1562
6252,153,5106.96191,11591.6855
6253,137,5110.10938,11597.8936
6254,139,5113.70703,11604.4658
6255,139,5117.19531,11610.9824
6256,139,5120.63672,11617.4902
6257,250,5124.03516,11623.9951
6258,215,5124.17969,11627.7793
6259,197,5125.33398,11632.4102
6260,171,5127,11637.4854
6261,157,5129.39453,11643.1924
6262,137,5132.16406,11649.2344
6263,135,5135.46387,11655.7383
6264,152,5138.77051,11662.2715
6265,171,5141.56885,11668.4053
6266,169,5143.82373,11674.0781
6267,144,5146.10742,11679.7861
6268,149,5149.03125,11686.0869
6269,183,5151.78174,11692.252
6270,229,5153.63086,11697.6084
6271,115,5154.2915,11701.8232
6272,16,5157.84619,11708.7227
6273,0,5163.80957,11717.1953
6274,0,5169.99365,11725.8262
6275,0,5175.99219,11734.4404
6276,465,5181.80518,11743.0293
6277,428,4963.61719,11689.8867
6278,367,4830.02148,11592.0459
6279,297,4752.73779,11500.7959
6280,311,4713.65039,11443.7285
6281,235,4673.58545,11375.7617
6282,256,4675.21387,11380.1338
6283,269,4656.61035,11348.9531
6284,238,4635.50781,11309.3018
6285,255,4636.9668,11313.667
6286,319,4636.9668,11313.667
6287,393,4596.12256,11248.3232
6288,389,4532.69531,11133.2168
6289,349,4475.03809,11018.1006
6290,252,4433.32568,10928.3936
6291,18,4433.64941,10932.7148
6292,0,4459.18652,10942.6562
6293,0,4485.92236,10952.8105
6294,0,4511.88135,10962.9453
6295,0,4537.06104,10973.0498
6296,0,4561.55713,10983.1553
6297,0,4585.31689,10993.2305
6298,0,4608.3623,11003.2754
6299,251,4630.75977,11013.3105
6300,285,4631.10254,11017.6055
6301,298,4589.77051,10984.1738
6302,317,4550.70605,10939.6533
6303,345,4508.41992,10879.373
6304,299,4460.10107,10798.8145
6305,216,4431.79932,10745.8428
6306,204,4435.98535,10751.3623
6307,246,4441.43066,10757.2285
6308,305,4442.38623,10761.8574
6309,302,4407.34717,10712.0645
6310,262,4377.07812,10661.7061
6311,199,4363.41553,10636.1758
6312,124,4369.83301,10642.3203
6313,119,4384.78174,10650.6543
6314,144,4400.01318,10659.0732
6315,157,4412.28027,10666.8203
6316,298,4422.97656,10674.1855
6317,281,4387.42188,10633.3584
6318,257,4363.57861,10599.2012
6319,244,4351.3291,10578.7051
6320,218,4352.60107,10583.543
6321,217,4356.87842,10589.1631
6322,233,4361.2583,10594.8135
6323,256,4363.78076,10599.9678
6324,246,4350.25586,10583.9043
6325,246,4351.29883,10588.6836
6326,249,4352.34082,10593.459
6327,273,4353.03418,10598.1377
6328,290,4332.13916,10575.7637
6329,268,4307.09082,10541.5166
6330,228,4293.25488,10519.1377
6331,17,4296.5542,10524.5205
6332,0,4325.5249,10535.2617
6333,0,4355.7373,10546.2178
6334,0,4385.08594,10557.1523
6335,0,4413.56689,10568.0547
6336,0,4441.26074,10578.9463
6337,0,4468.16162,10589.8164
6338,0,4494.29199,10600.665
6339,95,4519.67383,10611.4922
6340,132,4535.1582,10620.5938
6341,167,4546.83691,10628.7295
6342,126,4555.07764,10635.8516
6343,126,4563.23779,10642.9639
6344,120,4575.08301,10651.2275
6345,137,4587.30029,10659.6367
6346,156,4597.81787,10667.5771
6347,177,4606.52588,10674.9697
6348,180,4613.31104,10681.7344
6349,197,4619.77832,10688.4004
6350,228,4624.7334,10694.541
6351,213,4627.02979,10699.7549
6352,186,4630.58789,10705.4062
6353,145,4636.40088,10711.8574
6354,120,4645.61572,10719.5088
6355,121,4656.76318,10727.8047
6356,149,4667.67139,10736.0693
6357,149,4676.17041,10743.5674
6358,149,4684.57715,10751.0625
6359,140,4692.86768,10758.5322
6360,137,4701.8252,10766.3018
6361,142,4710.79053,10774.0479
6362,147,4719.29639,10781.6787
6363,139,4727.33105,10789.168
6364,133,4735.84814,10796.8584
6365,144,4744.70654,10804.7139
6366,170,4752.64746,10812.2539
6367,175,4758.64062,10819.0371
6368,159,4764.24463,10825.6875
6369,156,4770.90918,10832.7881
6370,183,4777.69434,10839.9492
6371,201,4782.5791,10846.334
6372,188,4786.21338,10852.1836
6373,147,4790.69971,10858.4141
6374,157,4797.86328,10865.7881
6375,162,4804.29102,10872.8838
6376,153,4810.32324,10879.8291
6377,151,4816.87695,10887.0234
6378,154,4823.46924,10894.248
6379,148,4829.80908,10901.3945
6380,154,4836.43604,10908.6816
6381,165,4842.62207,10915.8018
6382,160,4848.07178,10922.6064
6383,159,4853.77148,10929.5488
6384,162,4859.46387,10936.5029
6385,162,4864.91846,10943.3643
6386,188,4870.31104,10950.21
6387,212,4874.1626,10956.3242
6388,194,4876.61377,10961.7363
6389,161,4880.07422,10967.6582
6390,141,4885.37012,10974.5059
6391,129,4891.7251,10981.8828
6392,117,4898.65137,10989.5508
6393,110,4906.13672,10997.5107
6394,112,4913.88623,11005.6328
6395,121,4921.39551,11013.6865
6396,112,4928.31787,11021.5117
6397,115,4935.59277,11029.541
6398,130,4942.59229,11037.4785
6399,150,4948.75439,11045.0537
6400,143,4953.85205,11052.0938
6401,141,4959.2251,11059.3076
6402,139,4964.62451,11066.5625
6403,146,4970.04736,11073.8584
6404,153,4975.07617,11080.9629
6405,163,4979.72363,11087.873
6406,167,4983.86279,11094.5
6407,173,4987.78857,11101.0225
6408,175,4991.40283,11107.3604
6409,167,4994.90674,11113.6533
6410,154,4998.71484,11120.1377
6411,139,5003.04639,11126.9678
6412,141,5007.95898,11134.1689
6413,164,5012.73242,11141.3232
6414,209,5016.48975,11147.8584
6415,237,5018.36963,11153.1514
6416,223,5019.10059,11157.6719
6417,166,5020.40039,11162.5752
6418,128,5023.99512,11169.0234
6419,128,5029.07764,11176.4424
6420,138,5034.08154,11183.8428
6421,144,5038.63818,11191.0078
6422,139,5042.89062,11197.9912
6423,132,5047.28271,11205.0967
6424,138,5051.88281,11212.3721
6425,145,5056.19678,11219.4893
6426,157,5060.18652,11226.3994
6427,163,5063.70703,11233.0127
6428,158,5066.97168,11239.4541
6429,141,5070.37793,11246.0176
6430,137,5074.33252,11252.9971
6431,134,5078.38086,11260.0791
6432,138,5082.47168,11267.2168
6433,130,5086.37256,11274.2471
6434,141,5090.47998,11281.4531
6435,148,5094.17969,11288.3955
6436,149,5097.6001,11295.1406
6437,161,5100.95361,11301.8643
6438,169,5103.88867,11308.2656
6439,166,5106.54492,11314.4512
6440,190,5109.26416,11320.7012
6441,190,5111.9585,11326.9492
6442,186,5113.9082,11332.5625
6443,160,5115.9585,11338.2646
6444,147,5118.76172,11344.6436
6445,145,5121.91699,11351.3477
6446,151,5125.08447,11358.0781
6447,151,5128.04736,11364.6641
6448,146,5130.96924,11371.2275
6449,148,5133.99805,11377.9121
6450,156,5136.93408,11384.5381
6451,188,5139.61963,11390.9619
6452,198,5141.41455,11396.5469
6453,193,5142.92871,11401.8584
6454,167,5144.56787,11407.3057
6455,160,5146.87598,11413.415
6456,163,5149.34229,11419.6934
6457,167,5151.70459,11425.8877
6458,174,5153.93799,11431.9668
6459,174,5155.9751,11437.8652
6460,171,5157.99512,11443.7617
6461,188,5160.06885,11449.7217
6462,195,5161.70654,11455.2373
6463,175,5163.16064,11460.5596
6464,144,5165.08789,11466.3965
6465,131,5167.74023,11473.001
6466,161,5170.66211,11479.8945
6467,207,5172.8457,11486.0586
6468,203,5173.94873,11491.042
6469,174,5175.13672,11496.123
6470,147,5176.97656,11501.9404
6471,166,5179.4043,11508.4102
6472,193,5181.38428,11514.4189
6473,186,5182.74658,11519.7246
6474,177,5184.25342,11525.208
6475,168,5185.94482,11530.9189
6476,141,5187.8125,11536.8428
6477,134,5190.23535,11543.4111
6478,142,5192.77051,11550.125
6479,182,5195.10742,11556.6514
6480,208,5196.59863,11562.1973
6481,208,5198.07471,11567.7256
6482,162,5199.01904,11572.6006
6483,140,5200.87354,11578.6113
6484,153,5203.14648,11585.1494
6485,184,5205.13379,11591.3662
6486,165,5206.49951,11596.8086
6487,105,5208.21777,11602.7197
6488,99,5211.05176,11609.9736
6489,127,5213.95068,11617.3428
6490,149,5216.28369,11624.1104
6491,122,5218.18701,11630.3682
6492,123,5220.5459,11637.2246
6493,141,5222.85059,11644.0488
6494,130,5224.80664,11650.4502
6495,112,5226.93115,11657.1152
6496,1,5229.31934,11664.1328
6497,0,5233.49463,11672.8574
6498,0,5237.56543,11681.584
6499,0,5241.50635,11690.2764
6500,0,5245.33691,11698.9688
6501,0,5249.04541,11707.627
6502,0,5252.65039,11716.2852
6503,0,5256.14697,11724.9268
6504,58,5259.52881,11733.5254
6505,205,5262.06836,11741.3896
6506,183,5262.69824,11746.1465
6507,148,5263.60059,11751.4375
6508,119,5264.9292,11757.54
6509,98,5266.59668,11764.2637
6510,102,5268.48926,11771.3848
6511,107,5270.30322,11778.4326
6512,110,5272.02441,11785.3643
6513,113,5273.68164,11792.2266
6514,142,5275.27539,11799.0117
6515,191,5276.5249,11805.1875
6516,203,5277.22168,11810.2051
6517,217,5277.78564,11814.9443
6518,211,5278.19336,11819.3252
6519,180,5278.66455,11823.8535
6520,55,5279.46289,11829.1104
6521,0,5281.57715,11836.8545
6522,0,5284.20654,11845.25
6523,0,5286.75684,11853.6289
6524,0,5289.22998,11861.9912
6525,0,5291.63135,11870.3457
6526,0,5293.95557,11878.667
6527,0,5296.21191,11886.9805
6528,0,5298.40039,11895.2773
6529,0,5300.52246,11903.5576
6530,0,5302.58057,11911.8223
6531,7,5304.57861,11920.0781
6532,16,5306.46143,11928.2393
6533,0,5308.22217,11936.2891
7125,,5308.22217,11936.2891
7126,0,5368,14807.0723
7127,0,5368,14809.624
7128,0,5368,14812.1729
7129,0,5368,14814.7148
7130,0,5368,14817.252
7131,0,5368,14819.7812
7132,140,5368,14822.3076
7133,132,5368,14824.1445
7134,133,5368,14826.0449
7135,160,5368,14827.9326
7136,185,5368,14829.6406
7137,184,5368,14831.1719
7138,166,5368,14832.709
7139,153,5368,14834.3711
7140,154,5368,14836.1162
7141,135,5368,14837.8535
7142,84,5368,14839.7129
7143,124,5368,14841.8662
7144,233,5368,14843.7881
7145,203,5368,14844.9668
7146,196,5368,14846.3525
7147,201,5368,14847.7852
7148,199,5368,14849.1855
7149,182,5368,14850.5957
7150,167,5368,14852.123
7151,167,5368,14853.75
7152,145,5368,14855.376
7153,138,5368,14857.1465
7154,181,5368,14858.9609
7155,210,5368,14860.4834
7156,188,5368,14861.8047
7157,176,5368,14863.2764
7158,168,5368,14864.8291
7159,160,5368,14866.4355
7160,147,5368,14868.0918
7161,124,5368,14869.8311
7162,134,5368,14871.709
7163,151,5368,14873.5254
7164,156,5368,14875.2314
7165,152,5368,14876.9023
7166,167,5368,14878.5986
7167,169,5368,14880.1914
7168,159,5368,14881.7686
7169,143,5368,14883.4141
7170,132,5368,14885.1553
7171,134,5368,14886.9658
7172,132,5368,14888.7598
7173,128,5368,14890.5625
7174,149,5368,14892.3867
7175,206,5368,14894.0771
7176,259,5368,14895.3906
7177,266,5301.9502,14864.9707
7178,259,5247.99219,14819.085
7179,232,5207.04248,14770.7598
7180,205,5207.54004,14772.0146
7181,175,5208.61963,14773.4688
7182,169,5210.33154,14775.1396
7183,150,5212.1543,14776.8535
7184,155,5214.35645,14778.7021
7185,177,5216.41992,14780.5098
7186,215,5218.01123,14782.1602
7187,226,5218.81787,14783.5273
7188,219,5219.39941,14784.8135
7189,219,5220.11865,14786.1494
7190,210,5220.83447,14787.4834
7191,181,5221.72412,14788.8809
7192,166,5223.18164,14790.4922
7193,179,5224.91553,14792.208
7194,186,5226.37695,14793.8262
7195,184,5227.69043,14795.3916
7196,219,5229.03223,14796.9727
7197,231,5229.70605,14798.2969
7198,246,5230.15283,14799.5322
7199,250,5230.31982,14800.6602
7200,250,5230.4126,14801.7617
7201,227,5230.50537,14802.8613
7202,274,5231.02344,14804.1211
7203,285,5178.30176,14778.7002
7204,285,5131.87646,14738.3867
7205,249,5093.31348,14692.2695
7206,221,5093.53418,14693.4678
7207,196,5094.78418,14694.8799
7208,207,5096.94336,14696.4873
7209,253,5098.68799,14698.0078
7210,306,5098.76025,14699.1719
7211,314,5046.66113,14652.2344
7212,321,4999.44531,14594.4951
7213,337,4955.26758,14528.4189
7214,352,4909.55859,14449.4863
7215,384,4862.43066,14358.9014
7216,335,4807.93848,14245.1445
7217,5,4771.46924,14163.9033
7218,0,4795.0625,14168.4375
7219,0,4810.65234,14171.5303
7220,0,4829.27246,14175.332
7221,0,4847.29102,14179.1309
7222,0,4864.67529,14182.9141
7223,0,4881.48193,14186.6904
7224,0,4897.76172,14190.4668
7225,0,4913.48389,14194.2314
7226,0,4928.68311,14197.9893
7227,0,4943.39062,14201.7432
7228,107,4957.58008,14205.4824
7229,43,4965.55713,14208.5283
7230,174,4976.75244,14212.0342
7231,235,4980.90723,14214.4209
7232,190,4981.92432,14216.1699
7233,161,4985.21826,14218.3857
7234,155,4989.93701,14220.8975
7235,173,4994.90527,14223.4707
7236,184,4998.92236,14225.8555
7237,198,5002.35986,14228.1211
7238,211,5005.09961,14230.2422
7239,204,5007.19482,14232.2207
7240,171,5009.61182,14234.2715
7241,153,5013.56641,14236.6631
7242,163,5018.32031,14239.2344
7243,206,5022.54688,14241.7002
7244,234,5024.76904,14243.7188
7245,240,5025.71729,14245.4512
7246,242,5026.39209,14247.1201
7247,223,5026.97559,14248.7676
7248,192,5028.40869,14250.6035
7249,182,5031.2207,14252.7588
7250,185,5034.45605,14255.0166
7251,178,5037.52246,14257.2363
7252,157,5040.87158,14259.5293
7253,141,5045.08301,14262.0254
7254,132,5049.92432,14264.6748
7255,142,5055.06494,14267.4014
7256,154,5059.72559,14270.0381
7257,157,5063.82568,14272.5537
7258,127,5067.73975,14275.0293
7259,122,5072.80176,14277.791
7260,128,5077.96875,14280.5898
7261,131,5082.81689,14283.3311
7262,134,5087.46729,14286.0391
7263,140,5091.93604,14288.7178
7264,160,5096.11572,14291.3379
7265,161,5099.52002,14293.7666
7266,132,5102.84326,14296.1797
7267,122,5107.13428,14298.8594
7268,127,5111.7041,14301.626
7269,157,5116.02588,14304.3447
7270,176,5119.28223,14306.7852
7271,199,5121.86865,14309.0322
7272,186,5123.68506,14311.0498
7273,164,5125.90869,14313.1963
7274,145,5128.80957,14315.5527
7275,172,5132.27783,14318.0879
7276,172,5134.85938,14320.3643
7277,152,5137.41064,14322.6357
7278,156,5140.53906,14325.0938
7279,109,5143.51123,14327.5156
7280,4,5147.8335,14330.3467
7281,4,5152.06885,14333.1699
7282,0,5159.2251,14336.6406
7283,0,5166.24854,14340.1182
7284,0,5173.03662,14343.5889
7285,0,5179.59717,14347.0527
7286,0,5185.93799,14350.5098
7287,0,5192.06641,14353.96
7288,0,5197.9834,14357.3994
7289,95,5203.71387,14360.8389
7290,176,5207.18164,14363.7217
7291,187,5208.86133,14365.9014
7292,202,5210.29053,14367.9707
7293,197,5211.39355,14369.8906
7294,198,5212.59473,14371.8604
7295,216,5213.76514,14373.8164
7296,237,5214.55908,14375.5947
7297,219,5214.92383,14377.1748
7298,185,5215.65137,14378.9209
7299,159,5217.06348,14380.998
7300,170,5218.97656,14383.3115
7301,92,5220.65088,14385.5215
7302,92,5222.30811,14387.7305
7303,222,5225.44482,14390.5908
7304,217,5226.06689,14392.2969
7305,208,5226.78174,14394.0527
7306,20,5227.65869,14395.8867
7307,0,5232.02051,14399.1611
7308,0,5236.60254,14402.5117
7309,0,5241.03955,14405.8623
7310,0,5245.31494,14409.1963
7311,151,5249.45898,14412.5342
7312,138,5251.09082,14414.8789
7313,129,5252.90332,14417.3369
7314,129,5254.68408,14419.7861
7315,131,5256.57617,14422.3125
7316,12,5258.40381,14424.8135
7317,0,5261.93408,14428.0713
7318,0,5265.50928,14431.3623
7319,0,5268.97803,14434.6602
7320,0,5272.31982,14437.9414
7321,0,5275.55908,14441.2256
7322,0,5278.67969,14444.4941
7323,0,5281.69531,14447.7559
7324,0,5284.61523,14451.0176
7325,0,5287.43408,14454.2695
7543,,5287.43408,14454.2695
7544,110,5367.96338,15031.1631
7545,89,5367.96387,15032.8691
7546,92,5367.96484,15034.6689
7547,84,5367.96582,15036.4531
7548,157,5367.9668,15038.2676
